pollster,date,age,MOE,n,mode,IVR,rolling,numeric_date,loess_weight,party,pct,actual_pct,error
EKOS,2019-10-11,9,2.3,1881,telephone/IVR,TRUE,FALSE,18180,2.19793491131929,Liberal,0.31,0.3312,-0.021199999999999997
Ipsos,2019-10-11,9,2.4,2204,online/telephone,FALSE,FALSE,18180,6.454972243679028,Liberal,0.3,0.3312,-0.031200000000000006
Nanos Research,2019-10-11,9,2.8,1200,telephone (rolling),FALSE,TRUE,18180,1.9920476822239894,Liberal,0.315,0.3312,-0.016199999999999992
Nanos Research,2019-10-10,10,2.8,1200,telephone (rolling),FALSE,TRUE,18179,1.9920476822239894,Liberal,0.332,0.3312,8.000000000000229e-4
Campaign Research,2019-10-09,11,1.54,4037,online,FALSE,FALSE,18178,8.058229640253803,Liberal,0.29,0.3312,-0.041200000000000014
DART/Maru,2019-10-09,11,3.1,1510,online,FALSE,FALSE,18178,5.679618342470649,Liberal,0.28,0.3312,-0.05119999999999997
EKOS,2019-10-09,11,2.3,1904,telephone/IVR,TRUE,FALSE,18178,2.19793491131929,Liberal,0.312,0.3312,-0.019199999999999995
Mainstreet Research,2019-10-09,11,2,2274,IVR (rolling),TRUE,TRUE,18178,0.7856742013183862,Liberal,0.289,0.3312,-0.042200000000000015
Nanos Research,2019-10-09,11,2.8,1200,telephone (rolling),FALSE,TRUE,18178,1.9920476822239894,Liberal,0.354,0.3312,0.022799999999999987
Abacus Data,2019-10-08,12,1.9,3000,online,FALSE,FALSE,18177,7.2547625011001164,Liberal,0.32,0.3312,-0.011199999999999988
Angus Reid,2019-10-08,12,1.8,3031,online,FALSE,FALSE,18177,7.453559924999299,Liberal,0.29,0.3312,-0.041200000000000014
Mainstreet Research,2019-10-08,12,2.04,2309,IVR (rolling),TRUE,TRUE,18177,0.7779333800155609,Liberal,0.302,0.3312,-0.029200000000000004
Nanos Research,2019-10-08,12,2.8,1200,telephone (rolling),FALSE,TRUE,18177,1.9920476822239894,Liberal,0.369,0.3312,0.0378
Forum Research,2019-10-07,13,3,1013,IVR,TRUE,FALSE,18176,1.9245008972987525,Liberal,0.28,0.3312,-0.05119999999999997
Mainstreet Research,2019-10-07,13,2,2445,IVR (rolling),TRUE,TRUE,18176,0.7856742013183862,Liberal,0.317,0.3312,-0.01419999999999999
Nanos Research,2019-10-07,13,2.8,1200,telephone (rolling),FALSE,TRUE,18176,1.9920476822239894,Liberal,0.35600000000000004,0.3312,0.024800000000000044
Mainstreet Research,2019-10-06,14,2.11,2108,IVR (rolling),TRUE,TRUE,18175,0.764920434246127,Liberal,0.326,0.3312,-0.005199999999999982
Nanos Research,2019-10-06,14,2.8,1200,telephone (rolling),FALSE,TRUE,18175,1.9920476822239894,Liberal,0.34600000000000003,0.3312,0.014800000000000035
Innovative Research,2019-10-05,15,1.3284685688840927,2394,online,FALSE,FALSE,18174,8.676096187970918,Liberal,0.35,0.3312,0.018799999999999983
Ipsos,2019-10-05,15,2.9,1502,online,FALSE,FALSE,18174,5.872202195147035,Liberal,0.35,0.3312,0.018799999999999983
Leger,2019-10-05,15,2.11,2150,online,FALSE,FALSE,18174,6.884283908215143,Liberal,0.31,0.3312,-0.021199999999999997
Mainstreet Research,2019-10-05,15,2.13,2108,IVR (rolling),TRUE,FALSE,18174,2.2839623660917723,Liberal,0.331,0.3312,-1.9999999999997797e-4
Nanos Research,2019-10-05,15,2.8,1200,telephone (rolling),FALSE,TRUE,18174,1.9920476822239894,Liberal,0.34299999999999997,0.3312,0.011799999999999977
EKOS,2019-10-04,16,2.2,1947,telephone/IVR,TRUE,FALSE,18173,2.2473328748774737,Liberal,0.305,0.3312,-0.0262
Nanos Research,2019-10-04,16,2.8,1200,telephone (rolling),FALSE,TRUE,18173,1.9920476822239894,Liberal,0.36700000000000005,0.3312,0.035800000000000054
Abacus Data,2019-10-03,17,2,1556,online,FALSE,FALSE,18172,7.0710678118654755,Liberal,0.35,0.3312,0.018799999999999983
Nanos Research,2019-10-03,17,2.8,1200,telephone (rolling),FALSE,TRUE,18172,1.9920476822239894,Liberal,0.36200000000000004,0.3312,0.03080000000000005
Innovative Research,2019-10-02,18,1.2207783679411908,2835,online,FALSE,FALSE,18171,9.050687865732513,Liberal,0.35,0.3312,0.018799999999999983
Mainstreet Research,2019-10-02,18,2.07,2207,IVR (rolling),TRUE,TRUE,18171,0.7722756076187954,Liberal,0.34299999999999997,0.3312,0.011799999999999977
Nanos Research,2019-10-02,18,2.8,1200,telephone (rolling),FALSE,TRUE,18171,1.9920476822239894,Liberal,0.363,0.3312,0.031799999999999995
Campaign Research,2019-10-01,19,1.4,4755,online,FALSE,FALSE,18170,8.451542547285166,Liberal,0.32,0.3312,-0.011199999999999988
Mainstreet Research,2019-10-01,19,2.07,2234,IVR (rolling),TRUE,TRUE,18170,0.7722756076187954,Liberal,0.33399999999999996,0.3312,0.002799999999999969
Nanos Research,2019-10-01,19,2.8,1200,telephone (rolling),FALSE,TRUE,18170,1.9920476822239894,Liberal,0.32899999999999996,0.3312,-0.0022000000000000353
Forum Research,2019-09-30,20,3,1853,IVR,TRUE,FALSE,18169,1.9245008972987525,Liberal,0.34,0.3312,0.00880000000000003
Mainstreet Research,2019-09-30,20,2.06,2259,IVR (rolling),TRUE,TRUE,18169,0.7741477936573529,Liberal,0.335,0.3312,0.0038000000000000256
Nanos Research,2019-09-30,20,2.8,1200,telephone (rolling),FALSE,TRUE,18169,1.9920476822239894,Liberal,0.342,0.3312,0.010800000000000032
Mainstreet Research,2019-09-29,21,2.1,2183,IVR (rolling),TRUE,TRUE,18168,0.7667395103803937,Liberal,0.33299999999999996,0.3312,0.0017999999999999683
Nanos Research,2019-09-29,21,2.8,1200,telephone (rolling),FALSE,TRUE,18168,1.9920476822239894,Liberal,0.322,0.3312,-0.009199999999999986
Angus Reid,2019-09-28,22,3,1522,online,FALSE,FALSE,18167,5.773502691896257,Liberal,0.3,0.3312,-0.031200000000000006
Ipsos,2019-09-28,22,2.9,1489,online,FALSE,FALSE,18167,5.872202195147035,Liberal,0.34,0.3312,0.00880000000000003
Mainstreet Research,2019-09-28,22,2.12,2140,IVR (rolling),TRUE,TRUE,18167,0.7631142441593834,Liberal,0.344,0.3312,0.012799999999999978
Nanos Research,2019-09-28,22,2.8,1200,telephone (rolling),FALSE,TRUE,18167,1.9920476822239894,Liberal,0.327,0.3312,-0.0041999999999999815
Leger,2019-09-27,23,2.48,1558,online,FALSE,FALSE,18166,6.350006350009525,Liberal,0.34,0.3312,0.00880000000000003
Mainstreet Research,2019-09-27,23,2.06,2270,IVR (rolling),TRUE,TRUE,18166,0.7741477936573529,Liberal,0.34,0.3312,0.00880000000000003
Nanos Research,2019-09-27,23,2.8,1200,telephone (rolling),FALSE,TRUE,18166,1.9920476822239894,Liberal,0.325,0.3312,-0.006199999999999983
Nanos Research,2019-09-26,24,2.8,1200,telephone (rolling),FALSE,TRUE,18165,1.9920476822239894,Liberal,0.326,0.3312,-0.005199999999999982
Mainstreet Research,2019-09-25,25,1.98,2436,IVR (rolling),TRUE,TRUE,18164,0.7896322827985571,Liberal,0.33399999999999996,0.3312,0.002799999999999969
Nanos Research,2019-09-25,25,2.8,1200,telephone (rolling),FALSE,TRUE,18164,1.9920476822239894,Liberal,0.344,0.3312,0.012799999999999978
Research Co.,2019-09-25,25,3.1,1000,online,FALSE,FALSE,18164,5.679618342470649,Liberal,0.36,0.3312,0.028799999999999992
Abacus Data,2019-09-24,26,2.3,1975,online,FALSE,FALSE,18163,6.593804733957869,Liberal,0.35,0.3312,0.018799999999999983
Mainstreet Research,2019-09-24,26,2.1,2425,IVR (rolling),TRUE,TRUE,18163,0.7667395103803937,Liberal,0.344,0.3312,0.012799999999999978
Nanos Research,2019-09-24,26,2.8,1200,telephone (rolling),FALSE,TRUE,18163,1.9920476822239894,Liberal,0.355,0.3312,0.023799999999999988
EKOS,2019-09-23,27,2.5,1492,telephone/IVR,TRUE,FALSE,18162,2.1081851067789192,Liberal,0.33399999999999996,0.3312,0.002799999999999969
Mainstreet Research,2019-09-23,27,2.1,2389,IVR (rolling),TRUE,TRUE,18162,0.7667395103803937,Liberal,0.35200000000000004,0.3312,0.02080000000000004
Nanos Research,2019-09-23,27,2.8,1200,telephone (rolling),FALSE,TRUE,18162,1.9920476822239894,Liberal,0.353,0.3312,0.021799999999999986
Mainstreet Research,2019-09-22,28,2.03,2333,IVR (rolling),TRUE,TRUE,18161,0.7798471181595515,Liberal,0.344,0.3312,0.012799999999999978
Nanos Research,2019-09-22,28,2.8,1200,telephone (rolling),FALSE,TRUE,18161,1.9920476822239894,Liberal,0.35100000000000003,0.3312,0.01980000000000004
Angus Reid,2019-09-21,29,2.5,1523,online,FALSE,FALSE,18160,6.324555320336758,Liberal,0.3,0.3312,-0.031200000000000006
Ipsos,2019-09-21,29,2.9,1500,online,FALSE,FALSE,18160,5.872202195147035,Liberal,0.32,0.3312,-0.011199999999999988
Leger,2019-09-21,29,2.11,2153,online,FALSE,FALSE,18160,6.884283908215143,Liberal,0.34,0.3312,0.00880000000000003
Mainstreet Research,2019-09-21,29,2.1,2168,IVR (rolling),TRUE,TRUE,18160,0.7667395103803937,Liberal,0.337,0.3312,0.005800000000000027
Nanos Research,2019-09-21,29,2.8,1200,telephone (rolling),FALSE,TRUE,18160,1.9920476822239894,Liberal,0.331,0.3312,-1.9999999999997797e-4
Abacus Data,2019-09-20,30,2.3,1929,online,FALSE,FALSE,18159,6.593804733957869,Liberal,0.32,0.3312,-0.011199999999999988
DART/Maru,2019-09-20,30,2.9,1520,online,FALSE,FALSE,18159,5.872202195147035,Liberal,0.3,0.3312,-0.031200000000000006
Forum Research,2019-09-20,30,3,2449,IVR,TRUE,FALSE,18159,1.9245008972987525,Liberal,0.33,0.3312,-0.0011999999999999789
Innovative Research,2019-09-20,30,1.3547547955398527,2302,online,FALSE,FALSE,18159,8.59151299862304,Liberal,0.35,0.3312,0.018799999999999983
Mainstreet Research,2019-09-20,30,2.13,2124,IVR (rolling),TRUE,TRUE,18159,0.7613207886972574,Liberal,0.33899999999999997,0.3312,0.007799999999999974
Nanos Research,2019-09-20,30,2.8,1200,telephone (rolling),FALSE,TRUE,18159,1.9920476822239894,Liberal,0.32899999999999996,0.3312,-0.0022000000000000353
Innovative Research,2019-09-19,31,1.3010412496663328,2496,online,FALSE,FALSE,18158,8.767069854087044,Liberal,0.35,0.3312,0.018799999999999983
Mainstreet Research,2019-09-19,31,2.14,2087,IVR (rolling),TRUE,TRUE,18158,0.7595399189162924,Liberal,0.359,0.3312,0.02779999999999999
Nanos Research,2019-09-19,31,2.8,1200,telephone (rolling),FALSE,TRUE,18158,1.9920476822239894,Liberal,0.32,0.3312,-0.011199999999999988
Mainstreet Research,2019-09-18,32,2.14,2087,IVR (rolling),TRUE,TRUE,18157,0.7595399189162924,Liberal,0.368,0.3312,0.0368
Nanos Research,2019-09-18,32,2.8,1200,telephone (rolling),FALSE,TRUE,18157,1.9920476822239894,Liberal,0.342,0.3312,0.010800000000000032
Mainstreet Research,2019-09-17,33,2.21,1935,IVR (rolling),TRUE,TRUE,18156,0.7474142155514583,Liberal,0.37200000000000005,0.3312,0.04080000000000006
Nanos Research,2019-09-17,33,2.8,1200,telephone (rolling),FALSE,TRUE,18156,1.9920476822239894,Liberal,0.35,0.3312,0.018799999999999983
EKOS,2019-09-16,34,2.8,1272,IVR,TRUE,FALSE,18155,1.9920476822239894,Liberal,0.32,0.3312,-0.011199999999999988
Nanos Research,2019-09-16,34,2.8,1200,telephone (rolling),FALSE,TRUE,18155,1.9920476822239894,Liberal,0.355,0.3312,0.023799999999999988
Mainstreet Research,2019-09-15,35,2.23,1935,IVR (rolling),TRUE,TRUE,18154,0.7440550335360278,Liberal,0.368,0.3312,0.0368
Nanos Research,2019-09-15,35,2.8,1200,telephone (rolling),FALSE,TRUE,18154,1.9920476822239894,Liberal,0.349,0.3312,0.017799999999999983
Angus Reid,2019-09-14,36,2,2154,online,FALSE,FALSE,18153,7.0710678118654755,Liberal,0.33,0.3312,-0.0011999999999999789
Leger,2019-09-14,36,2.45,1598,online,FALSE,FALSE,18153,6.3887656499993986,Liberal,0.34,0.3312,0.00880000000000003
Mainstreet Research,2019-09-14,36,2.23,1935,IVR (rolling),TRUE,FALSE,18153,2.2321651006080834,Liberal,0.365,0.3312,0.0338
Nanos Research,2019-09-14,36,2.8,1200,telephone (rolling),FALSE,TRUE,18153,1.9920476822239894,Liberal,0.34,0.3312,0.00880000000000003
Nanos Research,2019-09-13,37,2.8,1200,telephone (rolling),FALSE,TRUE,18152,1.9920476822239894,Liberal,0.35200000000000004,0.3312,0.02080000000000004
Nanos Research,2019-09-12,38,2.8,1200,telephone (rolling),FALSE,FALSE,18151,5.976143046671968,Liberal,0.354,0.3312,0.022799999999999987
DART/Maru,2019-09-11,39,2.9,1517,online,FALSE,FALSE,18150,5.872202195147035,Liberal,0.32,0.3312,-0.011199999999999988
Ipsos,2019-09-11,39,2.2,2562,online/telephone,FALSE,FALSE,18150,6.741998624632421,Liberal,0.35,0.3312,0.018799999999999983
Forum Research,2019-09-10,40,3,1001,IVR,TRUE,FALSE,18149,1.9245008972987525,Liberal,0.324,0.3312,-0.007199999999999984
Innovative Research,2019-09-10,40,1.6139420305353236,1622,online,FALSE,FALSE,18149,7.87147343564132,Liberal,0.35,0.3312,0.018799999999999983
Abacus Data,2019-09-08,42,2.2,2000,online,FALSE,FALSE,18147,6.741998624632421,Liberal,0.33,0.3312,-0.0011999999999999789
Mainstreet Research,2019-09-07,43,2.26,1876,IVR,TRUE,FALSE,18146,2.2173003507924647,Liberal,0.375,0.3312,0.043800000000000006
Leger,2019-09-06,44,2.49,1546,online,FALSE,FALSE,18145,6.337242505244779,Liberal,0.34,0.3312,0.00880000000000003
Nanos Research,2019-09-05,45,3.1,1000,telephone (rolling),FALSE,TRUE,18144,1.893206114156883,Liberal,0.34600000000000003,0.3312,0.014800000000000035
Campaign Research,2019-09-04,46,2.14,2094,online,FALSE,FALSE,18143,6.835859270246631,Liberal,0.34,0.3312,0.00880000000000003
Innovative Research,2019-08-31,50,1.1426391501437738,3236,online,FALSE,FALSE,18139,9.355035716193102,Liberal,0.33,0.3312,-0.0011999999999999789
Nanos Research,2019-08-29,52,3.1,1000,telephone (rolling),FALSE,TRUE,18137,1.893206114156883,Liberal,0.354,0.3312,0.022799999999999987
Abacus Data,2019-08-27,54,1.5,4549,online,FALSE,FALSE,18135,8.16496580927726,Liberal,0.33,0.3312,-0.0011999999999999789
Leger,2019-08-26,55,2.14,2102,online,FALSE,FALSE,18134,6.835859270246631,Liberal,0.34,0.3312,0.00880000000000003
Angus Reid,2019-08-24,57,2.5,1534,online,FALSE,FALSE,18132,6.324555320336758,Liberal,0.32,0.3312,-0.011199999999999988
EKOS,2019-08-23,58,3.3,902,IVR,TRUE,FALSE,18131,1.834939608543934,Liberal,0.37200000000000005,0.3312,0.04080000000000006
Nanos Research,2019-08-22,59,3.1,1000,telephone (rolling),FALSE,TRUE,18130,1.893206114156883,Liberal,0.33659999999999995,0.3312,0.00539999999999996
Abacus Data,2019-08-17,64,2.2,2152,online,FALSE,FALSE,18125,6.741998624632421,Liberal,0.32,0.3312,-0.011199999999999988
DART/Maru,2019-08-17,64,2.9,1512,online,FALSE,FALSE,18125,5.872202195147035,Liberal,0.32,0.3312,-0.011199999999999988
Ipsos,2019-08-17,64,3.5,1001,online,FALSE,FALSE,18125,5.3452248382484875,Liberal,0.33,0.3312,-0.0011999999999999789
EKOS,2019-08-16,65,2.9,1182,IVR,TRUE,FALSE,18124,1.9574007317156783,Liberal,0.331,0.3312,-1.9999999999997797e-4
Leger,2019-08-16,65,2.5,1535,online,FALSE,FALSE,18124,6.324555320336758,Liberal,0.33,0.3312,-0.0011999999999999789
Nanos Research,2019-08-15,66,3.1,1000,telephone (rolling),FALSE,TRUE,18123,1.893206114156883,Liberal,0.3461,0.3312,0.014900000000000024
Campaign Research,2019-08-12,69,2,2365,online,FALSE,FALSE,18120,7.0710678118654755,Liberal,0.32,0.3312,-0.011199999999999988
Nanos Research,2019-08-08,73,3.1,1000,telephone (rolling),FALSE,TRUE,18116,1.893206114156883,Liberal,0.35,0.3312,0.018799999999999983
Abacus Data,2019-08-04,77,2.7,1422,online,FALSE,FALSE,18112,6.085806194501846,Liberal,0.32,0.3312,-0.011199999999999988
Nanos Research,2019-08-01,80,3.1,1000,telephone (rolling),FALSE,TRUE,18109,1.893206114156883,Liberal,0.36700000000000005,0.3312,0.035800000000000054
Mainstreet Research,2019-07-30,82,1.97,2463,IVR,TRUE,FALSE,18107,2.374901666263655,Liberal,0.345,0.3312,0.013799999999999979
Forum Research,2019-07-27,85,3,1733,IVR,TRUE,FALSE,18104,1.9245008972987525,Liberal,0.31,0.3312,-0.021199999999999997
Innovative Research,2019-07-26,86,1.5303652303810362,1804,online,FALSE,FALSE,18103,8.083556068501098,Liberal,0.36,0.3312,0.028799999999999992
Leger,2019-07-20,92,2.5,1536,online,FALSE,FALSE,18097,6.324555320336758,Liberal,0.33,0.3312,-0.0011999999999999789
EKOS,2019-07-19,93,2.9,1115,IVR,TRUE,FALSE,18096,1.9574007317156783,Liberal,0.306,0.3312,-0.0252
Nanos Research,2019-07-18,94,3.1,1000,telephone (rolling),FALSE,TRUE,18095,1.893206114156883,Liberal,0.35600000000000004,0.3312,0.024800000000000044
Research Co.,2019-07-16,96,3.1,1000,online,FALSE,FALSE,18093,5.679618342470649,Liberal,0.34,0.3312,0.00880000000000003
Abacus Data,2019-07-15,97,2.6,1500,online,FALSE,FALSE,18092,6.201736729460422,Liberal,0.32,0.3312,-0.011199999999999988
Ipsos,2019-07-13,99,3.5,1000,online,FALSE,FALSE,18090,5.3452248382484875,Liberal,0.31,0.3312,-0.021199999999999997
EKOS,2019-07-12,100,2.9,1186,IVR,TRUE,FALSE,18089,1.9574007317156783,Liberal,0.336,0.3312,0.0048000000000000265
Campaign Research,2019-07-11,101,2.3,1896,online,FALSE,FALSE,18088,6.593804733957869,Liberal,0.33,0.3312,-0.0011999999999999789
Nanos Research,2019-07-11,101,3.1,1000,telephone (rolling),FALSE,TRUE,18088,1.893206114156883,Liberal,0.359,0.3312,0.02779999999999999
Angus Reid,2019-07-10,102,2,2361,online,FALSE,FALSE,18087,7.0710678118654755,Liberal,0.3,0.3312,-0.031200000000000006
Nanos Research,2019-07-04,108,3.1,1000,telephone (rolling),FALSE,TRUE,18081,1.893206114156883,Liberal,0.34600000000000003,0.3312,0.014800000000000035
Innovative Research,2019-07-03,109,1.2961174627082135,2515,online,FALSE,FALSE,18080,8.783706565828778,Liberal,0.35,0.3312,0.018799999999999983
EKOS,2019-07-02,110,3.2,948,IVR,TRUE,FALSE,18079,1.863389981249825,Liberal,0.307,0.3312,-0.0242
Mainstreet Research,2019-07-01,111,1.9,2651,IVR,TRUE,FALSE,18078,2.418254167033372,Liberal,0.35,0.3312,0.018799999999999983
Abacus Data,2019-06-30,112,1.8,3092,online,FALSE,FALSE,18077,7.453559924999299,Liberal,0.32,0.3312,-0.011199999999999988
Nanos Research,2019-06-27,115,3.1,1000,telephone (rolling),FALSE,TRUE,18074,1.893206114156883,Liberal,0.345,0.3312,0.013799999999999979
DART/Maru,2019-06-26,116,2.9,1512,online,FALSE,FALSE,18073,5.872202195147035,Liberal,0.33,0.3312,-0.0011999999999999789
EKOS,2019-06-23,119,1.8810970105630063,1194,IVR,TRUE,FALSE,18070,2.430374213609525,Liberal,0.316,0.3312,-0.015199999999999991
Forum Research,2019-06-22,120,3,1539,IVR,TRUE,FALSE,18069,1.9245008972987525,Liberal,0.29,0.3312,-0.041200000000000014
Nanos Research,2019-06-20,122,3.1,1000,telephone (rolling),FALSE,TRUE,18067,1.893206114156883,Liberal,0.325,0.3312,-0.006199999999999983
Nanos Research,2019-06-13,129,3.1,1000,telephone (rolling),FALSE,TRUE,18060,1.893206114156883,Liberal,0.303,0.3312,-0.028200000000000003
EKOS,2019-06-11,131,2,2491,IVR,TRUE,FALSE,18058,2.3570226039551585,Liberal,0.301,0.3312,-0.030200000000000005
Leger,2019-06-07,135,2.5,1528,online,FALSE,FALSE,18054,6.324555320336758,Liberal,0.29,0.3312,-0.041200000000000014
Nanos Research,2019-06-06,136,3.1,1000,telephone (rolling),FALSE,TRUE,18053,1.893206114156883,Liberal,0.309,0.3312,-0.022199999999999998
Campaign Research,2019-06-05,137,1.9,2735,online,FALSE,FALSE,18052,7.2547625011001164,Liberal,0.32,0.3312,-0.011199999999999988
Ipsos,2019-06-05,137,3.5,1003,online,FALSE,FALSE,18052,5.3452248382484875,Liberal,0.31,0.3312,-0.021199999999999997
Angus Reid,2019-06-02,140,2,4698,online,FALSE,FALSE,18049,7.0710678118654755,Liberal,0.26,0.3312,-0.07119999999999999
Forum Research,2019-06-01,141,3,1633,IVR,TRUE,FALSE,18048,1.9245008972987525,Liberal,0.3,0.3312,-0.031200000000000006
Nanos Research,2019-05-30,143,3.1,1000,telephone (rolling),FALSE,TRUE,18046,1.893206114156883,Liberal,0.295,0.3312,-0.03620000000000001
Abacus Data,2019-05-28,145,2.6,1500,online,FALSE,FALSE,18044,6.201736729460422,Liberal,0.33,0.3312,-0.0011999999999999789
Innovative Research,2019-05-25,148,1.5806712450288418,1691,online,FALSE,FALSE,18041,7.953883462706385,Liberal,0.33,0.3312,-0.0011999999999999789
Nanos Research,2019-05-23,150,3.1,1000,telephone (rolling),FALSE,TRUE,18039,1.893206114156883,Liberal,0.292,0.3312,-0.03920000000000001
Nanos Research,2019-05-16,157,3.1,1000,telephone (rolling),FALSE,TRUE,18032,1.893206114156883,Liberal,0.306,0.3312,-0.0252
Nanos Research,2019-05-09,164,3.1,1000,telephone (rolling),FALSE,TRUE,18025,1.893206114156883,Liberal,0.297,0.3312,-0.03420000000000001
Nanos Research,2019-05-02,171,3.1,1000,telephone (rolling),FALSE,TRUE,18018,1.893206114156883,Liberal,0.318,0.3312,-0.01319999999999999
Campaign Research,2019-04-30,173,2.6,1471,online,FALSE,FALSE,18016,6.201736729460422,Liberal,0.31,0.3312,-0.021199999999999997
Abacus Data,2019-04-28,175,1.5,4015,online,FALSE,FALSE,18014,8.16496580927726,Liberal,0.31,0.3312,-0.021199999999999997
Angus Reid,2019-04-28,175,2.5,1525,online,FALSE,FALSE,18014,6.324555320336758,Liberal,0.25,0.3312,-0.0812
Nanos Research,2019-04-25,178,3.1,1000,telephone (rolling),FALSE,TRUE,18011,1.893206114156883,Liberal,0.32,0.3312,-0.011199999999999988
Forum Research,2019-04-23,180,3,1595,IVR,TRUE,FALSE,18009,1.9245008972987525,Liberal,0.3,0.3312,-0.031200000000000006
Ipsos,2019-04-23,180,3.5,1000,online,FALSE,FALSE,18009,5.3452248382484875,Liberal,0.32,0.3312,-0.011199999999999988
Leger,2019-04-19,184,2.5,1522,online,FALSE,FALSE,18005,6.324555320336758,Liberal,0.27,0.3312,-0.06119999999999998
Nanos Research,2019-04-17,186,3.1,1000,telephone (rolling),FALSE,TRUE,18003,1.893206114156883,Liberal,0.33,0.3312,-0.0011999999999999789
Nanos Research,2019-04-11,192,3.1,1000,telephone (rolling),FALSE,TRUE,17997,1.893206114156883,Liberal,0.341,0.3312,0.009800000000000031
Campaign Research,2019-04-05,198,2.2,2035,online,FALSE,FALSE,17991,6.741998624632421,Liberal,0.32,0.3312,-0.011199999999999988
Forum Research,2019-04-05,198,3,1634,IVR,TRUE,FALSE,17991,1.9245008972987525,Liberal,0.29,0.3312,-0.041200000000000014
Innovative Research,2019-04-05,198,1.2930363550315669,2527,online,FALSE,FALSE,17991,8.7941654530566,Liberal,0.36,0.3312,0.028799999999999992
Nanos Research,2019-04-04,199,3.1,1000,telephone (rolling),FALSE,TRUE,17990,1.893206114156883,Liberal,0.32799999999999996,0.3312,-0.003200000000000036
