region,pollster,median_date,Liberal,Conservative,NDP,Green,Bloc,People's,lead
ATL,Léger,2020-06-28,56,11,25,8,,,LPC +31
ATL,Mainstreet Research,2020-06-26,53,32,9,3,,2,LPC +21
ATL,Léger,2020-06-20,51,24,14,10,,,LPC +27
ATL,Abacus Data,2020-06-17,47,27,17,7,,1,LPC +20
ATL,EKOS,2020-06-14,53,23,9,8,,5,LPC +30
ATL,Léger,2020-06-13,50,22,13,15,,,LPC +28
ATL,Abacus Data,2020-06-09,43,34,13,6,,,LPC +9
ATL,Léger,2020-06-06,63,15,12,10,,,LPC +48
ATL,Léger,2020-05-30,58,16,11,11,,,LPC +42
ATL,Abacus Data,2020-05-28,53,25,6,13,,,LPC +28
ATL,Léger,2020-05-24,45,31,13,7,,,LPC +14
ATL,Angus Reid,2020-05-22,51,29,12,6,,,LPC +22
ATL,Léger,2020-05-16,54,19,9,16,,1,LPC +35
ATL,Abacus Data,2020-05-16,54,22,15,4,,,LPC +32
ATL,Léger,2020-05-09,56,22,14,6,,,LPC +34
ATL,Mainstreet Research,2020-05-07,57,22,10,9,,2,LPC +35
ATL,EKOS,2020-05-04,56,22,7,13,,2,LPC +34
ATL,Innovative Research,2020-05-03,48,24,14,10,,,LPC +24
ATL,Léger,2020-05-02,44,26,16,9,,,LPC +18
ATL,Research Co.,2020-05-02,37,25,23,13,,1,LPC +12
ATL,Léger,2020-04-25,68,16,13,3,,,LPC +52
ATL,Abacus Data,2020-04-22,47,31,13,6,,,LPC +16
ATL,Angus Reid,2020-04-16,41,28,18,9,,,LPC +13
ATL,Léger,2020-04-11,59,22,10,10,,,LPC +37
ATL,Innovative Research,2020-04-01,44,26,11,15,,4,LPC +18
ATL,EKOS,2020-03-23,39,27,17,10,,6,LPC +12
ATL,Mainstreet Research,2020-03-17,54,24,4,12,,3,LPC +30
ATL,Léger,2020-03-01,50,21,17,10,,0,LPC +29
ATL,Angus Reid,2020-02-26,32,34,21,10,,0,CPC +2
ATL,Campaign Research,2020-02-25,35,29,16,16,,,LPC +6
ATL,Léger,2020-01-30,37,24,26,11,,,LPC +11
ATL,Léger,2020-01-19,29,23,32,14,,,NDP +3
ATL,Mainstreet Research,2020-01-17,56,20,11,11,,1,LPC +36
ATL,Abacus Data,2020-01-17,39,28,17,14,,2,LPC +11
ATL,Léger,2020-01-05,34,34,22,5,,,Tie
ATL,Abacus Data,2019-12-14,51,23,14,8,,,LPC +28
ATL,Angus Reid,2019-12-13,36,25,22,14,,,LPC +11
ATL,EKOS,2019-12-07,41,20,16,16,,3,LPC +21
ATL,Léger,2019-11-21,40,20,24,11,,4,LPC +16
