region,pollster,median_date,Liberal,Conservative,NDP,Green,Bloc,People's,lead
BC,Ipsos,2021-08-29,27,30,32,8,,1,NDP +2
BC,Research Co.,2021-08-29,28,32,32,8,,1,Tie
BC,EKOS (1/3),2021-08-29,15,49,20,10,,4,CPC +29
BC,EKOS (1/4),2021-08-28,19,46,20,9,,4,CPC +26
BC,Angus Reid,2021-08-28,24,33,34,6,,3,NDP +1
BC,Innovative Research,2021-08-28,28,30,32,6,,,NDP +2
BC,Abacus Data,2021-08-27,35,28,34,2,,1,LPC +1
BC,EKOS (1/4),2021-08-27,24,41,26,7,,2,CPC +15
BC,EKOS (1/4),2021-08-26,26,34,29,7,,4,CPC +5
BC,EKOS (1/4),2021-08-25,28,30,30,7,,6,Tie
BC,EKOS (1/4),2021-08-24,27,27,32,5,,9,NDP +5
BC,EKOS (1/4),2021-08-23,27,27,30,5,,10,NDP +3
BC,Ipsos,2021-08-22,31,34,27,4,,3,CPC +3
BC,EKOS (1/4),2021-08-22,26,30,31,3,,10,NDP +1
BC,Angus Reid,2021-08-22,27,32,30,6,,4,CPC +2
BC,Léger,2021-08-21,35,31,25,7,,,LPC +4
BC,EKOS (1/4),2021-08-21,22,32,27,6,,9,CPC +5
BC,Earnscliffe Strategy Group,2021-08-21,32,26,32,6,,4,Tie
BC,Abacus Data,2021-08-20,33,29,31,7,,1,LPC +2
BC,EKOS (1/4),2021-08-20,28,33,25,9,,5,CPC +5
BC,EKOS (1/4),2021-08-19,26,35,24,11,,3,CPC +9
BC,EKOS (1/4),2021-08-18,29,32,24,2,,2,CPC +3
BC,EKOS (1/4),2021-08-17,30,31,24,11,,2,CPC +1
BC,Counsel Public Affairs,2021-08-17,25,29,30,9,,,NDP +1
BC,Angus Reid,2021-08-16,31,31,30,7,,1,Tie
BC,Ipsos,2021-08-15,37,32,20,10,,,LPC +5
BC,EKOS (1/3),2021-08-15,30,32,22,11,,3,CPC +2
BC,Forum Research,2021-08-15,25,33,27,9,,4,CPC +6
BC,Léger,2021-08-14,30,29,22,8,,2,LPC +1
BC,Mainstreet Research,2021-08-14,28,37,19,8,,6,CPC +9
BC,Abacus Data,2021-08-14,31,30,29,7,,1,LPC +1
BC,EKOS (1/3),2021-08-14,26,30,22,9,,11,CPC +4
BC,Innovative Research,2021-08-14,37,30,25,6,,,LPC +7
BC,Earnscliffe Strategy Group,2021-08-14,35,24,30,9,,3,LPC +5
BC,Léger,2021-08-12,36,33,18,8,,5,LPC +3
BC,Mainstreet Research,2021-08-11,31,23,32,7,,,NDP +1
BC,Abacus Data,2021-08-09,36,26,29,7,,2,LPC +7
BC,Angus Reid,2021-08-09,33,32,30,2,,2,LPC +1
BC,Research Co.,2021-08-08,37,23,29,8,,2,LPC +8
BC,Angus Reid,2021-08-01,33,31,25,6,,1,LPC +2
BC,Léger,2021-07-31,38,24,29,6,,2,LPC +9
BC,Abacus Data,2021-07-31,35,27,28,7,,3,LPC +7
BC,Innovative Research,2021-07-30,37,21,31,9,,,LPC +6
BC,Mainstreet Research,2021-07-25,36,29,19,7,,,LPC +7
BC,Angus Reid,2021-07-25,26,31,32,7,,3,NDP +1
BC,Ipsos,2021-07-20,35,36,24,4,,0,CPC +1
BC,EKOS,2021-07-18,31,21,27,8,,5,LPC +4
BC,Léger,2021-07-17,32,24,31,8,,4,LPC +1
BC,Angus Reid,2021-07-15,34,30,30,3,,1,LPC +4
BC,Léger,2021-07-02,35,21,30,6,,6,LPC +5
BC,Abacus Data,2021-06-29,34,21,32,7,,5,LPC +2
BC,Ipsos,2021-06-20,36,23,26,12,,,LPC +10
BC,Abacus Data,2021-06-20,30,27,37,5,,2,NDP +7
BC,Léger,2021-06-19,43,24,20,11,,,LPC +19
BC,Mainstreet Research,2021-06-13,33,26,27,6,,,LPC +6
BC,Research Co.,2021-06-13,31,27,34,7,,0,NDP +3
BC,Abacus Data,2021-06-13,28,34,30,7,,0,CPC +4
BC,EKOS,2021-06-11,25,32,19,18,,1,CPC +7
BC,Léger,2021-06-05,31,23,27,11,,,LPC +4
BC,Angus Reid,2021-06-05,35,26,28,7,,,LPC +7
BC,Counsel Public Affairs,2021-06-03,26,28,28,10,,,Tie
BC,Abacus Data,2021-05-27,27,31,24,16,,1,CPC +4
BC,Léger,2021-05-22,30,32,30,7,,,CPC +2
BC,Mainstreet Research,2021-05-22,30,31,24,9,,,CPC +1
BC,Innovative Research,2021-05-20,38,24,20,11,,,LPC +14
BC,Angus Reid,2021-05-16,28,34,25,11,,1,CPC +6
BC,Léger,2021-05-15,31,35,25,7,,,CPC +4
BC,Ipsos,2021-05-13,36,26,28,9,,,LPC +8
BC,Abacus Data,2021-05-10,30,29,27,13,,,LPC +1
BC,Léger,2021-05-08,31,31,26,10,,,Tie
BC,EKOS,2021-05-04,27,29,24,13,,5,CPC +2
BC,Innovative Research,2021-04-30,37,19,28,12,,,LPC +9
BC,Léger,2021-04-24,28,25,24,18,,,LPC +3
BC,Abacus Data,2021-04-23,31,31,23,14,,,Tie
BC,EKOS,2021-04-23,35,26,20,12,,,LPC +9
BC,Angus Reid,2021-04-23,28,35,29,5,,0,CPC +6
BC,Ipsos,2021-04-21,37,27,28,6,,,LPC +9
BC,Abacus Data,2021-04-19,36,28,24,9,,,LPC +8
BC,Mainstreet Research,2021-04-18,27,32,26,12,,,CPC +5
BC,Abacus Data,2021-04-12,33,29,23,13,,0,LPC +4
BC,Léger,2021-04-10,37,30,20,11,,,LPC +7
BC,Ipsos,2021-04-08,41,29,17,10,,,LPC +12
BC,Innovative Research,2021-04-08,36,26,22,11,,,LPC +10
BC,Campaign Research,2021-04-07,30,33,23,10,,,CPC +3
BC,Stratcom,2021-04-02,29,30,22,13,,,CPC +1
BC,Abacus Data,2021-03-28,31,31,28,9,,0,Tie
BC,Léger,2021-03-27,33,26,34,7,,,NDP +1
BC,Mainstreet Research,2021-03-22,32,34,7,12,,,CPC +2
BC,Abacus Data,2021-03-15,27,33,26,13,,1,CPC +6
BC,Léger,2021-03-13,41,23,26,4,,,LPC +15
BC,Research Co.,2021-03-13,29,26,31,10,,1,NDP +2
BC,Abacus Data,2021-03-04,31,27,28,12,,,LPC +3
BC,Ipsos,2021-03-03,35,23,24,17,,,LPC +11
BC,Angus Reid,2021-03-01,33,31,24,7,,2,LPC +2
BC,Léger,2021-02-27,30,19,40,8,,,NDP +10
BC,Mainstreet Research,2021-02-24,34,30,21,9,,,LPC +4
BC,Angus Reid,2021-02-15,29,32,28,7,,3,CPC +3
BC,Léger,2021-02-13,38,21,29,10,,,LPC +9
BC,Ipsos,2021-02-09,29,28,20,21,,,LPC +1
BC,Abacus Data,2021-02-01,29,31,28,10,,1,CPC +2
BC,Léger,2021-01-30,34,28,28,9,,,LPC +6
BC,Campaign Research,2021-01-29,30,34,25,8,,,CPC +4
BC,Angus Reid,2021-01-22,32,27,27,7,,,LPC +5
BC,Mainstreet Research,2021-01-20,37,28,22,9,,3,LPC +9
BC,Innovative Research,2021-01-20,37,24,23,12,,,LPC +13
BC,Léger,2021-01-16,29,30,29,11,,,CPC +1
BC,EKOS,2021-01-16,33,27,22,12,,4,LPC +6
BC,Abacus Data,2021-01-10,29,30,29,11,,0,CPC +1
BC,Ipsos,2021-01-06,35,26,21,16,,,LPC +9
BC,Léger,2021-01-01,35,25,26,10,,,LPC +9
BC,Abacus Data,2020-12-16,30,30,25,13,,1,Tie
BC,Ipsos,2020-12-13,32,31,25,12,,,LPC +1
BC,Research Co.,2020-12-13,29,33,34,2,,1,NDP +1
BC,Léger,2020-12-12,28,23,43,4,,,NDP +15
BC,Campaign Research,2020-12-02,34,29,26,9,,,LPC +5
BC,Léger,2020-11-28,37,25,26,9,,,LPC +11
BC,Angus Reid,2020-11-27,32,28,29,7,,,LPC +3
BC,Mainstreet Research,2020-11-25,32,29,23,11,,4,LPC +3
BC,Ipsos,2020-11-22,34,24,29,14,,,LPC +5
BC,Abacus Data,2020-11-21,34,28,24,11,,1,LPC +6
BC,EKOS,2020-11-20,30,31,19,15,,3,CPC +1
BC,Léger,2020-11-14,36,26,27,10,,,LPC +9
BC,Abacus Data,2020-11-09,41,21,27,10,,1,LPC +14
BC,Léger,2020-11-07,41,22,29,5,,,LPC +12
BC,Angus Reid,2020-11-07,28,37,28,7,,,CPC +9
BC,Léger,2020-10-31,26,37,29,7,,,CPC +8
BC,Ipsos,2020-10-25,40,17,30,11,,,LPC +10
BC,Léger,2020-10-24,41,20,30,7,,,LPC +11
BC,Mainstreet Research,2020-10-21,26,30,26,11,,6,CPC +4
BC,EKOS,2020-10-18,26,28,26,15,,3,CPC +2
BC,Léger,2020-10-17,36,23,31,8,,,LPC +5
BC,Léger,2020-10-10,37,27,23,12,,,LPC +10
BC,Léger,2020-10-03,40,34,21,4,,,LPC +6
BC,Léger,2020-09-26,47,23,22,7,,,LPC +24
BC,Abacus Data,2020-09-26,33,29,24,10,,,LPC +4
BC,Mainstreet Research,2020-09-23,34,34,20,8,,2,Tie
BC,Abacus Data,2020-09-20,29,34,20,14,,,CPC +5
BC,Léger,2020-09-19,38,24,23,8,,,LPC +14
BC,Ipsos,2020-09-13,28,28,30,10,,,NDP +2
BC,Campaign Research,2020-09-13,40,28,20,11,,,LPC +12
BC,Léger,2020-09-12,44,25,21,6,,,LPC +19
BC,Research Co.,2020-09-12,31,34,29,5,,1,CPC +3
BC,Innovative Research,2020-09-10,40,32,21,5,,,LPC +8
BC,Léger,2020-09-05,39,25,25,10,,,LPC +14
BC,Abacus Data,2020-09-01,37,21,30,8,,2,LPC +7
BC,Angus Reid,2020-08-30,33,34,22,8,,,CPC +1
BC,Léger,2020-08-29,36,25,28,10,,,LPC +8
BC,Léger,2020-08-22,40,26,27,6,,,LPC +13
BC,Innovative Research,2020-08-22,36,30,22,9,,,LPC +6
BC,Ipsos,2020-08-18,37,26,28,8,,,LPC +9
BC,Abacus Data,2020-08-17,34,27,25,9,,3,LPC +7
BC,Léger,2020-08-15,36,36,19,6,,,Tie
BC,Innovative Research,2020-08-13,38,29,23,8,,,LPC +9
BC,Campaign Research,2020-08-12,28,31,28,10,,,CPC +3
BC,Léger,2020-08-08,35,27,16,19,,,LPC +8
BC,Léger,2020-08-01,34,33,23,9,,,LPC +1
BC,Abacus Data,2020-07-28,39,27,21,7,,4,LPC +12
BC,Léger,2020-07-25,42,23,24,12,,,LPC +18
BC,EKOS,2020-07-20,37,31,15,8,,6,LPC +6
BC,Léger,2020-07-18,44,20,25,9,,,LPC +19
BC,Innovative Research,2020-07-17,40,25,20,11,,,LPC +15
BC,Abacus Data,2020-07-15,32,22,32,12,,,Tie
BC,Léger,2020-07-11,31,24,29,15,,,LPC +2
BC,Léger,2020-07-04,38,23,29,8,,,LPC +9
BC,Léger,2020-06-28,38,30,18,12,,,LPC +8
BC,Mainstreet Research,2020-06-26,35,32,17,7,,7,LPC +3
BC,Léger,2020-06-20,43,27,24,6,,,LPC +16
BC,Abacus Data,2020-06-17,35,25,26,11,,2,LPC +9
BC,EKOS,2020-06-14,33,33,14,12,,5,Tie
BC,Léger,2020-06-13,42,19,28,7,,,LPC +14
BC,Abacus Data,2020-06-09,42,23,27,8,,,LPC +15
BC,Léger,2020-06-06,40,30,20,9,,,LPC +10
BC,Léger,2020-05-30,42,31,21,6,,,LPC +11
BC,Abacus Data,2020-05-28,45,24,22,8,,,LPC +21
BC,Léger,2020-05-24,36,21,26,15,,,LPC +10
BC,Angus Reid,2020-05-22,39,28,21,10,,,LPC +11
BC,Léger,2020-05-16,46,24,24,5,,1,LPC +22
BC,Abacus Data,2020-05-16,34,27,28,10,,,LPC +6
BC,Léger,2020-05-09,35,29,29,6,,,LPC +6
BC,Mainstreet Research,2020-05-07,28,35,16,12,,6,CPC +7
BC,EKOS,2020-05-04,37,30,14,14,,3,LPC +7
BC,Innovative Research,2020-05-03,36,30,23,8,,,LPC +6
BC,Léger,2020-05-02,46,24,19,6,,,LPC +22
BC,Research Co.,2020-05-02,39,28,21,11,,1,LPC +11
BC,Léger,2020-04-25,42,21,27,9,,,LPC +15
BC,Abacus Data,2020-04-22,33,24,28,12,,,LPC +5
BC,Angus Reid,2020-04-16,30,31,23,10,,,CPC +1
BC,Léger,2020-04-11,31,25,29,15,,,LPC +2
BC,Innovative Research,2020-04-01,32,28,26,9,,2,LPC +4
BC,EKOS,2020-03-23,44,25,19,7,,2,LPC +19
BC,Mainstreet Research,2020-03-17,33,35,16,11,,3,CPC +2
BC,Léger,2020-03-01,28,28,29,11,,0,NDP +1
BC,Angus Reid,2020-02-26,22,36,26,14,,0,CPC +10
BC,Campaign Research,2020-02-25,27,22,27,19,,,Tie
BC,Léger,2020-01-30,33,35,20,10,,,CPC +2
BC,Léger,2020-01-19,28,33,24,13,,,CPC +5
BC,Mainstreet Research,2020-01-17,29,41,17,9,,1,CPC +12
BC,Abacus Data,2020-01-17,32,30,25,10,,2,LPC +2
BC,Léger,2020-01-05,29,26,26,17,,,LPC +3
BC,Abacus Data,2019-12-14,29,21,34,9,,,NDP +5
BC,Angus Reid,2019-12-13,21,34,27,14,,,CPC +7
BC,EKOS,2019-12-07,26,30,19,17,,8,CPC +4
BC,Léger,2019-11-21,34,24,25,13,,4,LPC +9
